session_key,session_date,user_pseudo_id,ga_session_id,ga_session_number,channel_group,source,medium,device_category,country,session_start_ts,session_end_ts,session_duration_seconds,event_count,page_view_events,total_product_views,total_add_to_cart_events,total_begin_checkout_events,total_purchase_events,transaction_count,purchase_revenue_usd,session_engaged_flag,returning_user_flag,bounce_like_session,reached_product_view,reached_add_to_cart,reached_begin_checkout,reached_purchase,converted,funnel_stage
5027455.4203931795.8342664645,2020-11-22,5027455.420393179,8342664645,2,Organic Search,google,organic,mobile,United States,2020-11-22 02:26:19.856465+00:00,2020-11-22 02:26:19.856465+00:00,0.0,2,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
51916329.8150986921.4632107542,2020-11-22,51916329.81509869,4632107542,1,Organic Search,google,organic,mobile,United States,2020-11-22 21:31:04.332284+00:00,2020-11-22 21:31:37.298195+00:00,32.965911,14,5,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
66896286.1474415479.1131551011,2020-11-22,66896286.14744154,1131551011,1,Organic Search,google,organic,mobile,United States,2020-11-22 20:56:31.810145+00:00,2020-11-22 20:59:27.893029+00:00,176.082884,14,5,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
1104032.4019731362.3910991090,2020-11-22,1104032.4019731362,3910991090,1,Organic Search,google,organic,tablet,Malaysia,2020-11-22 04:46:26.492259+00:00,2020-11-22 04:46:32.186374+00:00,5.694115,5,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
1406482.5582433162.3305913037,2020-11-22,1406482.558243316,3305913037,1,Organic Search,google,organic,tablet,Belgium,2020-11-22 05:46:14.930431+00:00,2020-11-22 05:46:17.999731+00:00,3.0693,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
21997053.9407195601.7177566030,2020-11-22,21997053.94071956,7177566030,1,Organic Search,google,organic,tablet,Portugal,2020-11-22 00:19:59.141333+00:00,2020-11-22 00:21:44.866121+00:00,105.724788,6,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
3903908226.6472835552.630865258,2020-11-22,3903908226.647283,630865258,1,Organic Search,google,organic,tablet,United States,2020-11-22 06:17:31.776913+00:00,2020-11-22 06:47:31.202438+00:00,1799.425525,13,3,1,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
41357629.7881334862.3388078565,2020-11-22,41357629.78813349,3388078565,1,Organic Search,(direct),organic,tablet,Canada,2020-11-22 10:23:35.752869+00:00,2020-11-22 10:23:35.752869+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
5363640.6262196235.4049322225,2020-11-22,5363640.626219623,4049322225,1,Organic Search,google,organic,tablet,Taiwan,2020-11-22 09:56:51.338380+00:00,2020-11-22 10:27:48.118439+00:00,1856.780059,40,10,12,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
63696695.3570876798.3163297606,2020-11-22,63696695.35708768,3163297606,1,Organic Search,google,organic,tablet,India,2020-11-22 00:34:38.939012+00:00,2020-11-22 00:35:31.068884+00:00,52.129872,6,2,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
72467820.6893114900.3931974582,2020-11-22,72467820.68931149,3931974582,2,Organic Search,google,organic,tablet,United States,2020-11-22 00:26:58.699318+00:00,2020-11-22 00:26:58.699318+00:00,0.0,2,1,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
89098707.3109770288.5925544601,2020-11-22,89098707.31097703,5925544601,3,Organic Search,google,organic,tablet,Taiwan,2020-11-22 15:57:19.956051+00:00,2020-11-22 16:24:04.147104+00:00,1604.191053,34,11,1,0,0,0,1,0.0,0,1,0,1,0,0,1,1,purchase
9115086.7215640444.2677596743,2020-11-22,9115086.721564043,2677596743,1,Organic Search,google,organic,tablet,United States,2020-11-22 09:30:58.335423+00:00,2020-11-22 09:31:03.489121+00:00,5.153698,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
92173038.3983021003.3855059935,2020-11-22,92173038.3983021,3855059935,1,Organic Search,google,organic,tablet,Japan,2020-11-22 04:09:20.134630+00:00,2020-11-22 04:09:25.933910+00:00,5.79928,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
1528177346.2355074970.9219863603,2020-11-22,1528177346.2355075,9219863603,1,Other,(direct),(none),desktop,India,2020-11-22 08:22:30.045652+00:00,2020-11-22 08:22:34.816232+00:00,4.77058,4,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
16157960.1608787891.6522579390,2020-11-22,16157960.160878789,6522579390,2,Other,(data deleted),(data deleted),desktop,India,2020-11-22 02:58:47.826232+00:00,2020-11-22 03:03:02.726004+00:00,254.899772,23,7,2,0,0,0,1,0.0,0,1,0,1,0,0,1,1,purchase
1977670.4209287471.4675350508,2020-11-22,1977670.4209287472,4675350508,1,Other,(direct),(none),desktop,United States,2020-11-22 00:37:41.505810+00:00,2020-11-22 00:37:44.755383+00:00,3.249573,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
23586238.8809476734.5142726757,2020-11-22,23586238.88094767,5142726757,1,Other,(direct),(none),desktop,Russia,2020-11-22 09:11:49.761794+00:00,2020-11-22 09:12:04.788202+00:00,15.026408,7,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,session_start
67086611.7330681049.900000541,2020-11-22,67086611.7330681,900000541,1,Other,(direct),(none),desktop,Belgium,2020-11-22 00:11:11.158032+00:00,2020-11-22 00:11:16.890260+00:00,5.732228,5,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
72317761.5076124131.4282974299,2020-11-22,72317761.50761242,4282974299,1,Other,(direct),(none),desktop,Portugal,2020-11-22 07:12:03.287737+00:00,2020-11-22 07:18:03.875445+00:00,360.587708,11,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,session_start
89742149.7845515721.8932522865,2020-11-22,89742149.78455156,8932522865,1,Other,(direct),(none),desktop,Mexico,2020-11-22 22:26:11.297186+00:00,2020-11-22 22:26:11.297186+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
98558538.4328884062.438552084,2020-11-22,98558538.4328884,438552084,2,Other,(data deleted),(data deleted),desktop,India,2020-11-22 18:52:22.983664+00:00,2020-11-22 18:54:51.416603+00:00,148.432939,6,3,0,0,0,0,1,0.0,0,1,0,0,0,0,1,1,purchase
23196488.7278787634.8664234490,2020-11-22,23196488.727878764,8664234490,1,Other,(direct),(none),mobile,United States,2020-11-22 04:42:56.845967+00:00,2020-11-22 04:43:13.117089+00:00,16.271122,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
28605149.5999406395.2373525392,2020-11-22,28605149.59994064,2373525392,3,Other,(data deleted),(data deleted),mobile,Japan,2020-11-22 17:34:36.598152+00:00,2020-11-22 17:34:41.702165+00:00,5.104013,3,1,0,0,0,0,1,0.0,0,1,1,0,0,0,1,1,purchase
3264116.1695884303.593176930,2020-11-22,3264116.1695884303,593176930,1,Other,(direct),(none),mobile,United States,2020-11-22 11:42:41.395552+00:00,2020-11-22 11:43:28.786379+00:00,47.390827,10,3,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
52250903.9030567665.3986265151,2020-11-22,52250903.90305677,3986265151,8,Other,(data deleted),(data deleted),mobile,Lithuania,2020-11-22 22:06:42.414832+00:00,2020-11-22 22:06:47.635651+00:00,5.220819,3,1,0,0,0,0,1,0.0,0,1,1,0,0,0,1,1,purchase
6160043.7497205662.9444245243,2020-11-22,6160043.749720566,9444245243,1,Other,(direct),(none),mobile,Mexico,2020-11-22 11:20:51.582141+00:00,2020-11-22 11:20:56.898602+00:00,5.316461,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
67578723.9414081785.6894172537,2020-11-22,67578723.94140817,6894172537,3,Other,(direct),(none),mobile,United States,2020-11-22 17:59:29.192746+00:00,2020-11-22 17:59:29.192746+00:00,0.0,2,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
2647787.9974662449.337433083,2020-11-22,2647787.9974662447,337433083,1,Paid Search,google,cpc,desktop,Brazil,2020-11-22 15:53:08.173785+00:00,2020-11-22 15:53:13.256716+00:00,5.082931,4,1,1,0,0,0,1,0.0,0,0,1,1,0,0,1,1,purchase
43021163.2749523853.6046745677,2020-11-22,43021163.27495238,6046745677,1,Paid Search,google,cpc,desktop,United States,2020-11-22 04:49:38.237614+00:00,2020-11-22 04:49:49.688443+00:00,11.450829,7,2,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
55221913.8487208936.7479671074,2020-11-22,55221913.84872089,7479671074,1,Paid Search,google,cpc,desktop,Canada,2020-11-22 12:54:17.775219+00:00,2020-11-22 12:54:25.453271+00:00,7.678052,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
7940138.5995158944.8555461717,2020-11-22,7940138.599515894,8555461717,1,Paid Search,google,cpc,desktop,India,2020-11-22 18:43:31.052313+00:00,2020-11-22 18:43:31.052313+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
3673123.4867724515.5666288283,2020-11-22,3673123.486772451,5666288283,1,Paid Search,google,cpc,mobile,United States,2020-11-22 15:04:26.761954+00:00,2020-11-22 15:04:44.485207+00:00,17.723253,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
59985527.0694903559.8987687165,2020-11-22,59985527.06949035,8987687165,1,Paid Search,google,cpc,mobile,India,2020-11-22 12:23:18.209843+00:00,2020-11-22 12:27:12.496078+00:00,234.286235,16,4,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
60919169.5542948208.6695712453,2020-11-22,60919169.55429482,6695712453,1,Paid Search,google,cpc,mobile,United States,2020-11-22 23:53:02.508160+00:00,2020-11-22 23:53:36.120304+00:00,33.612144,15,5,1,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
8538460.4163849729.2855030479,2020-11-22,8538460.416384973,2855030479,1,Paid Search,google,cpc,mobile,United States,2020-11-22 01:55:02.152858+00:00,2020-11-22 01:55:15.738930+00:00,13.586072,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
86496230.1124622992.7599903553,2020-11-22,86496230.1124623,7599903553,1,Paid Search,google,cpc,mobile,India,2020-11-22 21:53:22.032500+00:00,2020-11-22 21:53:22.032500+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
3408504.9817109146.1210414092,2020-11-22,3408504.9817109145,1210414092,1,Paid Search,google,cpc,tablet,United States,2020-11-22 03:23:40.628888+00:00,2020-11-22 03:23:54.096670+00:00,13.467782,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
4428666.8420796284.1158322627,2020-11-22,4428666.842079629,1158322627,1,Paid Search,google,cpc,tablet,United Kingdom,2020-11-22 10:44:36.823987+00:00,2020-11-22 10:44:44.907087+00:00,8.0831,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
33434381.9420318098.4575286873,2020-11-22,33434381.94203181,4575286873,2,Referral,shop.googlemerchandisestore.com,referral,desktop,Egypt,2020-11-22 20:37:28.262782+00:00,2020-11-22 20:37:28.262782+00:00,0.0,2,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
55821839.4859741114.4850460982,2020-11-22,55821839.48597411,4850460982,1,Referral,shop.googlemerchandisestore.com,referral,desktop,United States,2020-11-22 23:43:22.039782+00:00,2020-11-23 00:45:20.926149+00:00,3718.886367,68,22,12,0,1,0,1,0.0,0,0,0,1,0,1,1,1,purchase
5760782.4080004782.6074598077,2020-11-22,5760782.4080004785,6074598077,1,Referral,(direct),referral,mobile,United States,2020-11-22 03:58:33.274429+00:00,2020-11-22 03:59:35.175687+00:00,61.901258,11,3,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
61219138.5559124484.5188691717,2020-11-22,61219138.55591245,5188691717,1,Referral,(direct),referral,mobile,United States,2020-11-22 08:26:38.406368+00:00,2020-11-22 08:27:55.822579+00:00,77.416211,8,2,1,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
79571579.8496050566.1151400291,2020-11-22,79571579.84960505,1151400291,1,Referral,(direct),referral,mobile,Mexico,2020-11-22 11:00:41.783824+00:00,2020-11-22 11:00:41.783824+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
2397019.2622559805.3074444377,2020-11-22,2397019.26225598,3074444377,1,Referral,(direct),referral,tablet,Taiwan,2020-11-22 13:46:43.947990+00:00,2020-11-22 13:48:11.353208+00:00,87.405218,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
48229833.0413512021.4317957777,2020-11-22,48229833.0413512,4317957777,1,Referral,(direct),referral,tablet,United States,2020-11-22 19:57:07.293952+00:00,2020-11-22 19:57:12.694937+00:00,5.400985,4,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
55270895.1797167590.3427000573,2020-11-22,55270895.17971676,3427000573,2,Referral,shop.googlemerchandisestore.com,referral,tablet,United States,2020-11-22 19:57:25.965795+00:00,2020-11-22 20:17:58.417172+00:00,1232.451377,39,12,3,0,0,0,1,0.0,0,1,0,1,0,0,1,1,purchase
2236374.4965434527.9952519438,2020-11-23,2236374.4965434526,9952519438,1,Direct,(direct),(none),desktop,United States,2020-11-23 03:09:21.052090+00:00,2020-11-23 03:09:23.520471+00:00,2.468381,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
24569133.6591494366.6525954837,2020-11-23,24569133.65914943,6525954837,1,Direct,(direct),(none),desktop,United States,2020-11-23 22:07:26.932745+00:00,2020-11-23 22:12:45.471381+00:00,318.538636,28,11,4,0,1,0,1,0.0,0,0,0,1,0,1,1,1,purchase
2737819.9041429201.8433328587,2020-11-23,2737819.90414292,8433328587,1,Direct,(direct),(none),desktop,Taiwan,2020-11-23 13:46:11.290857+00:00,2020-11-23 13:53:22.778780+00:00,431.487923,12,3,1,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
3819389.4544754215.8740248264,2020-11-23,3819389.4544754215,8740248264,1,Direct,(direct),(none),desktop,United States,2020-11-23 21:32:06.784682+00:00,2020-11-23 21:32:06.784682+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
73623756.2390030844.7538020737,2020-11-23,73623756.23900309,7538020737,1,Direct,(direct),(none),desktop,United States,2020-11-23 00:44:44.262087+00:00,2020-11-23 00:44:49.408073+00:00,5.145986,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
80127183.3648963483.4190489781,2020-11-23,80127183.36489636,4190489781,1,Direct,(direct),(none),desktop,France,2020-11-23 06:58:53.376838+00:00,2020-11-23 06:59:56.282920+00:00,62.906082,9,4,1,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
10063980.5609478317.8950630509,2020-11-23,10063980.560947832,8950630509,1,Direct,(direct),(none),mobile,United States,2020-11-23 14:36:17.939092+00:00,2020-11-23 14:36:28.858265+00:00,10.919173,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
3327716.6139481359.3404252451,2020-11-23,3327716.613948136,3404252451,1,Direct,(direct),(none),mobile,Spain,2020-11-23 01:16:24.443604+00:00,2020-11-23 01:35:19.695435+00:00,1135.251831,82,29,10,0,1,2,2,190.0,0,0,0,1,0,1,1,1,purchase
39830155.4441318765.8258782686,2020-11-23,39830155.44413187,8258782686,16,Direct,(direct),(none),mobile,Indonesia,2020-11-23 16:52:14.875318+00:00,2020-11-23 16:52:14.875318+00:00,0.0,2,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
4040154.1926854392.8895925870,2020-11-23,4040154.1926854393,8895925870,1,Direct,(direct),(none),mobile,China,2020-11-23 02:00:44.834867+00:00,2020-11-23 02:01:10.885547+00:00,26.05068,14,6,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
50659141.4324172613.625119573,2020-11-23,50659141.432417266,625119573,3,Direct,(direct),(none),mobile,India,2020-11-23 14:07:04.578528+00:00,2020-11-23 14:07:08.418625+00:00,3.840097,4,1,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
5736861.3334635826.1276299149,2020-11-23,5736861.333463582,1276299149,1,Direct,(direct),(none),mobile,Israel,2020-11-23 23:23:24.214750+00:00,2020-11-23 23:23:28.090831+00:00,3.876081,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
67924975.1716938885.688489608,2020-11-23,67924975.17169389,688489608,1,Direct,(direct),(none),mobile,Malta,2020-11-23 19:08:33.477360+00:00,2020-11-23 19:40:19.000774+00:00,1905.523414,53,14,8,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
7006459.5930484264.1522902730,2020-11-23,7006459.593048426,1522902730,1,Direct,(direct),(none),mobile,France,2020-11-23 06:17:55.415797+00:00,2020-11-23 06:17:59.885360+00:00,4.469563,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
84523184.1394281907.9662379508,2020-11-23,84523184.1394282,9662379508,1,Direct,(direct),(none),mobile,United States,2020-11-23 12:07:39.534795+00:00,2020-11-23 12:08:14.875449+00:00,35.340654,10,3,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
23971739.4724088686.7328659947,2020-11-23,23971739.47240887,7328659947,1,Direct,(direct),(none),tablet,Germany,2020-11-23 13:45:56.807749+00:00,2020-11-23 13:46:06.469011+00:00,9.661262,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
30931057.8794607185.9139264273,2020-11-23,30931057.87946072,9139264273,1,Direct,(direct),(none),tablet,Taiwan,2020-11-23 16:37:04.299285+00:00,2020-11-23 16:37:09.569222+00:00,5.269937,5,1,1,0,0,0,1,0.0,0,0,1,1,0,0,1,1,purchase
78201152.0974702071.4428182130,2020-11-23,78201152.09747021,4428182130,1,Direct,(direct),(none),tablet,South Korea,2020-11-23 16:21:43.894542+00:00,2020-11-23 16:26:57.599830+00:00,313.705288,8,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,session_start
79268611.7222279012.991293076,2020-11-23,79268611.7222279,991293076,1,Direct,(direct),(none),tablet,Singapore,2020-11-23 23:23:55.509613+00:00,2020-11-23 23:23:55.509613+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
23680060.4795206911.5342640041,2020-11-23,23680060.479520693,5342640041,3,Organic Search,google,organic,desktop,United States,2020-11-23 01:57:19.166746+00:00,2020-11-23 01:57:19.166746+00:00,0.0,2,1,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
4488025.1258749659.5425058147,2020-11-23,4488025.125874965,5425058147,1,Organic Search,google,organic,desktop,United States,2020-11-23 20:52:02.851822+00:00,2020-11-23 20:52:04.378672+00:00,1.52685,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
58099506.6654141543.8320990675,2020-11-23,58099506.665414155,8320990675,1,Organic Search,google,organic,desktop,United States,2020-11-23 11:30:55.372416+00:00,2020-11-23 11:34:06.644128+00:00,191.271712,25,7,4,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
7561685.9707255419.387836928,2020-11-23,7561685.970725542,387836928,1,Organic Search,google,organic,desktop,Singapore,2020-11-23 07:07:44.249335+00:00,2020-11-23 07:09:23.941912+00:00,99.692577,7,2,2,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
8696161.0224014752.9740762822,2020-11-23,8696161.022401474,9740762822,1,Organic Search,google,organic,desktop,Canada,2020-11-23 01:47:45.182135+00:00,2020-11-23 01:47:47.196001+00:00,2.013866,5,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
9134014.0636078344.5038378246,2020-11-23,9134014.063607834,5038378246,1,Organic Search,google,organic,desktop,United States,2020-11-23 19:21:03.577516+00:00,2020-11-23 19:46:54.162741+00:00,1550.585225,299,115,56,0,1,0,1,0.0,0,0,0,1,0,1,1,1,purchase
16788587.4608873331.7957412421,2020-11-23,16788587.46088733,7957412421,3,Organic Search,google,organic,mobile,United States,2020-11-23 11:56:48.780573+00:00,2020-11-23 12:20:35.002239+00:00,1426.221666,8,3,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,session_start
4314906.0856839226.6961518870,2020-11-23,4314906.085683922,6961518870,1,Organic Search,google,organic,mobile,United States,2020-11-23 17:21:56.590852+00:00,2020-11-23 17:22:03.727678+00:00,7.136826,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
6483943.0646339952.7087832872,2020-11-23,6483943.064633995,7087832872,1,Organic Search,google,organic,mobile,United States,2020-11-23 20:18:06.632988+00:00,2020-11-23 20:18:33.357612+00:00,26.724624,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
7749786.6287707927.8293468198,2020-11-23,7749786.628770792,8293468198,1,Organic Search,google,organic,mobile,United Kingdom,2020-11-23 23:57:41.572993+00:00,2020-11-23 23:58:03.640424+00:00,22.067431,4,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
8981247.8796071813.4337807099,2020-11-23,8981247.87960718,4337807099,1,Organic Search,google,organic,mobile,Canada,2020-11-23 10:43:43.259572+00:00,2020-11-23 10:44:58.414304+00:00,75.154732,5,1,1,0,0,0,1,0.0,0,0,1,1,0,0,1,1,purchase
11918720.8546342678.162933844,2020-11-23,11918720.854634268,162933844,1,Organic Search,google,organic,tablet,Japan,2020-11-23 13:03:37.165276+00:00,2020-11-23 13:04:11.674431+00:00,34.509155,7,2,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,purchase
27488892.0974583390.4674787960,2020-11-23,27488892.09745834,4674787960,1,Organic Search,google,organic,tablet,United States,2020-11-23 21:35:40.045879+00:00,2020-11-23 21:39:24.110631+00:00,224.064752,18,4,4,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
28202253.7064162636.4426929679,2020-11-23,28202253.706416264,4426929679,9,Organic Search,google,organic,tablet,India,2020-11-23 15:02:42.358344+00:00,2020-11-23 15:47:41.902900+00:00,2699.544556,197,66,20,0,2,2,2,344.0,0,1,0,1,0,1,1,1,purchase
69511594.4961475500.1036637137,2020-11-23,69511594.49614756,1036637137,1,Organic Search,google,organic,tablet,United States,2020-11-23 03:36:34.068243+00:00,2020-11-23 03:36:40.348801+00:00,6.280558,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
91158961.3137843670.7615974699,2020-11-23,91158961.31378436,7615974699,1,Organic Search,google,organic,tablet,China,2020-11-23 23:13:53.309701+00:00,2020-11-23 23:14:33.335330+00:00,40.025629,5,1,1,0,0,0,1,0.0,0,0,1,1,0,0,1,1,purchase
3317686.0100576987.6424075198,2020-11-23,3317686.010057699,6424075198,1,Other,(direct),(none),desktop,Netherlands,2020-11-23 04:01:47.596588+00:00,2020-11-23 04:02:07.840618+00:00,20.24403,10,3,1,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
3474139.0375382270.9211145385,2020-11-23,3474139.037538227,9211145385,1,Other,(direct),(none),desktop,United Kingdom,2020-11-23 17:23:19.324284+00:00,2020-11-23 17:23:23.387997+00:00,4.063713,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
75632214.2970199416.3529848865,2020-11-23,75632214.29701993,3529848865,1,Other,(direct),(none),desktop,Singapore,2020-11-23 12:43:08.029808+00:00,2020-11-23 12:43:09.022969+00:00,0.993161,4,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
77085979.8798419197.3530053560,2020-11-23,77085979.87984192,3530053560,1,Other,(direct),(none),desktop,India,2020-11-23 13:23:51.603551+00:00,2020-11-23 13:23:51.603551+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
12688617.4819140672.9465244140,2020-11-23,12688617.481914068,9465244140,5,Other,(data deleted),(data deleted),mobile,Tunisia,2020-11-23 11:00:37.646622+00:00,2020-11-23 11:04:33.604940+00:00,235.958318,41,13,1,0,2,0,1,0.0,0,1,0,1,0,1,1,1,purchase
15786963.9027171774.9842385763,2020-11-23,15786963.902717177,9842385763,1,Other,(direct),(none),mobile,United States,2020-11-23 16:53:11.239030+00:00,2020-11-23 17:28:47.833322+00:00,2136.594292,25,8,2,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
16602075.3925259422.6663763976,2020-11-23,16602075.39252594,6663763976,1,Other,(direct),(none),mobile,United States,2020-11-23 20:22:27.544303+00:00,2020-11-23 20:22:27.544303+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
39066248.3310435261.1952898349,2020-11-23,39066248.33104353,1952898349,1,Other,(direct),(none),mobile,Poland,2020-11-23 04:39:44.238198+00:00,2020-11-23 04:39:58.724615+00:00,14.486417,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
42167462.4250653874.4899822824,2020-11-23,42167462.42506538,4899822824,3,Other,(data deleted),(data deleted),mobile,United States,2020-11-23 18:25:37.633133+00:00,2020-11-23 18:25:37.633133+00:00,0.0,2,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
54401302.7527646724.1145671962,2020-11-23,54401302.75276467,1145671962,1,Other,(direct),(none),mobile,France,2020-11-23 10:52:04.039098+00:00,2020-11-23 10:52:09.139027+00:00,5.099929,4,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
6368419591.1301443627.589955172,2020-11-23,6368419591.130144,589955172,8,Other,(data deleted),(data deleted),mobile,Canada,2020-11-23 21:56:45.285102+00:00,2020-11-23 21:57:27.696464+00:00,42.411362,4,1,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
6484397.4345464707.2769400512,2020-11-23,6484397.434546471,2769400512,2,Other,(direct),(none),mobile,United States,2020-11-23 20:38:53.421562+00:00,2020-11-23 20:38:53.421562+00:00,0.0,2,1,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,session_start
68161715.4999993984.2253610399,2020-11-23,68161715.4999994,2253610399,1,Other,(direct),(none),mobile,United States,2020-11-23 05:45:31.861519+00:00,2020-11-23 05:45:37.696277+00:00,5.834758,5,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
62706542.1936600374.7193851106,2020-11-23,62706542.19366004,7193851106,1,Other,(direct),(none),tablet,Philippines,2020-11-23 03:27:03.337928+00:00,2020-11-23 03:27:03.337928+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
88508245.9980443355.811160777,2020-11-23,88508245.99804434,811160777,1,Other,(direct),(none),tablet,United States,2020-11-23 03:02:20.222050+00:00,2020-11-23 03:02:25.761640+00:00,5.53959,4,1,0,0,0,0,1,0.0,0,0,1,0,0,0,1,1,purchase
1203128.0352193122.3815240075,2020-11-23,1203128.0352193122,3815240075,1,Paid Search,google,cpc,desktop,Ireland,2020-11-23 20:13:21.162872+00:00,2020-11-23 20:17:13.745466+00:00,232.582594,16,5,1,0,0,0,1,0.0,0,0,0,1,0,0,1,1,purchase
1627761.5094576194.4636599875,2020-11-23,1627761.5094576194,4636599875,1,Paid Search,google,cpc,desktop,United States,2020-11-23 18:36:37.078989+00:00,2020-11-23 18:36:37.078989+00:00,0.0,3,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,session_start
